"CustomerKey","GeographyKey","CustomerAlternateKey","Title","FirstName","MiddleName","LastName","NameStyle","BirthDate","MaritalStatus","Suffix","Gender","EmailAddress","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","SpanishEducation","FrenchEducation","EnglishOccupation","SpanishOccupation","FrenchOccupation","HouseOwnerFlag","NumberCarsOwned","AddressLine1","AddressLine2","Phone","DateFirstPurchase","CommuteDistance"
"11217","547","AW00011217","","Natalie","P","Adams","False","1950-02-11","S","","F","natalie58@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","6592 Bent Tree Lane","","300-555-0150","2006-02-10","10+ Miles"
"11218","642","AW00011218","","Olivia","","Brown","False","1950-09-11","S","","F","olivia4@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","3964 Stony Hill Circle","","414-555-0147","2007-09-01","2-5 Miles"
"11219","553","AW00011219","","Charles","","Cook","False","1950-12-02","M","","M","charles69@adventure-works.com","60000","2","1","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","6871 Bel Air Dr.","","755-555-0111","2008-05-01","10+ Miles"
"11220","310","AW00011220","","Erica","C","Huang","False","1950-02-23","M","","F","erica5@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","9142 All Ways Drive","","618-555-0157","2007-09-15","10+ Miles"
"11221","334","AW00011221","","Nathan","","Perry","False","1950-06-10","M","","M","nathan3@adventure-works.com","70000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","9714 Nicholas Drive","","271-555-0191","2007-10-09","1-2 Miles"
"11222","369","AW00011222","","Alexandra","","Rivera","False","1950-08-17","M","","F","alexandra11@adventure-works.com","80000","3","1","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","1","4999 Corte Segunda","","488-555-0143","2008-05-04","1-2 Miles"
"11223","52","AW00011223","","Hailey","I","Patterson","False","1951-09-16","S","","F","hailey30@adventure-works.com","70000","2","1","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","5045 Vancouver Way","# 133","480-555-0126","2007-08-02","2-5 Miles"
"11224","612","AW00011224","","Tiffany","J","Li","False","1951-09-06","S","","F","tiffany3@adventure-works.com","70000","2","1","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","6404 Del Mar Ave","","197-555-0118","2006-02-07","10+ Miles"
"11225","635","AW00011225","","Madison","D","Lee","False","1951-02-16","M","","F","madison22@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","5927 Seaview Avenue","","471-555-0142","2007-12-24","10+ Miles"
"11226","552","AW00011226","","Sydney","T","Ross","False","1951-09-27","M","","F","sydney26@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","5252 Santa Fe","","219-555-0146","2007-08-25","2-5 Miles"
"11227","310","AW00011227","","Marshall","D","Chavez","False","1951-08-12","S","","M","marshall35@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","9022 Estudillo Street","","712-555-0116","2006-02-03","10+ Miles"
"11228","316","AW00011228","","Ashley","R","Jones","False","1951-04-19","M","","F","ashley3@adventure-works.com","60000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","7681 Willow Pass Road","","996-555-0169","2008-04-27","10+ Miles"
"11229","355","AW00011229","","Adrian","C","Stewart","False","1951-12-03","S","","M","adrian21@adventure-works.com","70000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","6898 Shaw Rd.","","812-555-0122","2008-01-28","10+ Miles"
"11230","369","AW00011230","","Amber","","Turner","False","1951-04-03","M","","F","amber4@adventure-works.com","70000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","6345 Ridge Circle","","155-555-0131","2008-01-17","2-5 Miles"
"11231","611","AW00011231","","Dennis","","Zhang","False","1952-11-14","M","","M","dennis1@adventure-works.com","60000","2","1","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","3951 Calle Verde Drive","","710-555-0134","2007-08-14","10+ Miles"
"11232","616","AW00011232","","Hailey","R","Bryant","False","1952-09-27","M","","F","hailey38@adventure-works.com","60000","3","1","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","2828 Rogers Ave.","","156-555-0195","2008-03-23","2-5 Miles"
"11233","299","AW00011233","","Todd","","Li","False","1952-09-09","M","","M","todd5@adventure-works.com","70000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","5897 Scottsdale Rd.","","680-555-0147","2007-08-12","10+ Miles"
"11234","337","AW00011234","","Anna","","Griffin","False","1952-11-19","S","","F","anna46@adventure-works.com","70000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","7221 Peachwillow Street","","965-555-0146","2007-08-12","10+ Miles"
"11235","607","AW00011235","","Angel","J","Stewart","False","1952-02-08","M","","M","angel24@adventure-works.com","70000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","2585 La Salle Ct.","","540-555-0122","2008-01-05","10+ Miles"
"11236","609","AW00011236","","Jeremy","","Butler","False","1952-03-05","S","","M","jeremy29@adventure-works.com","70000","5","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","8811 The Trees Dr.","","980-555-0117","2008-04-05","10+ Miles"
"11237","161","AW00011237","","Clarence","M","Anand","False","1958-09-23","S","","M","clarence36@adventure-works.com","130000","2","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","4","Welt Platz 6","","1 (11) 500 555-0191","2006-03-08","0-1 Miles"
"11238","232","AW00011238","","Mayra","","Prasad","False","1958-08-10","S","","F","mayra9@adventure-works.com","130000","2","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","4","1119 Elderwood Dr.","#3","1 (11) 500 555-0116","2005-07-09","0-1 Miles"
"11239","249","AW00011239","","Latoya","C","Goel","False","1958-10-06","M","","F","latoya18@adventure-works.com","130000","2","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","8154 Pheasant Circle","","1 (11) 500 555-0149","2005-07-22","5-10 Miles"
"11240","273","AW00011240","","Anne","B","Hernandez","False","1958-12-11","M","","F","anne4@adventure-works.com","160000","2","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","76 Woodcrest Dr.","","1 (11) 500 555-0119","2005-08-30","5-10 Miles"
"11241","211","AW00011241","","Lisa","","Cai","False","1957-10-11","S","","F","lisa24@adventure-works.com","100000","2","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","102, rue de Berri","","1 (11) 500 555-0125","2007-03-14","5-10 Miles"
"11242","209","AW00011242","","Larry","","Munoz","False","1957-11-11","M","","M","larry9@adventure-works.com","110000","2","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","Midi-Couleurs","","1 (11) 500 555-0193","2007-03-23","5-10 Miles"
"11243","237","AW00011243","","Robin","V","Alvarez","False","1957-10-09","M","","F","robin2@adventure-works.com","150000","2","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","4086 Emmons Canyon Lane","","1 (11) 500 555-0198","2005-08-24","0-1 Miles"
"11244","267","AW00011244","","Alexis","M","Coleman","False","1957-11-26","S","","F","alexis28@adventure-works.com","170000","2","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","3","7140 Camelback Road","","1 (11) 500 555-0115","2005-08-15","0-1 Miles"
"11245","132","AW00011245","","Ricky","D","Vazquez","False","1956-10-27","M","","M","ricky15@adventure-works.com","120000","3","4","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","4","Roßstr 9928","","1 (11) 500 555-0147","2006-03-29","5-10 Miles"
"11246","147","AW00011246","","Latasha","","Rubio","False","1956-10-09","M","","F","latasha21@adventure-works.com","120000","3","4","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","4","Alderstr 7690","","1 (11) 500 555-0178","2006-04-05","5-10 Miles"
"11247","242","AW00011247","","Claudia","M","Zhou","False","1956-06-06","S","","F","claudia7@adventure-works.com","130000","3","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","3","6516 Beauer Lane","","1 (11) 500 555-0116","2005-08-21","0-1 Miles"
"11248","223","AW00011248","","Tristan","P","Alexander","False","1955-03-26","M","","M","tristan19@adventure-works.com","110000","3","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","88, avenue des Champs-Elysées","","1 (11) 500 555-0124","2008-01-15","10+ Miles"
"11249","178","AW00011249","","Cindy","A","Patel","False","1955-07-13","M","","F","cindy3@adventure-works.com","130000","3","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","Essener Straße 123","","1 (11) 500 555-0149","2006-04-11","0-1 Miles"
"11250","276","AW00011250","","Shannon","D","Liu","False","1955-03-12","M","","F","shannon4@adventure-works.com","170000","3","4","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","4185 Keywood Ct.","","1 (11) 500 555-0119","2005-09-17","5-10 Miles"
"11251","50","AW00011251","","Xavier","","Long","False","1932-07-04","S","","M","xavier51@adventure-works.com","30000","4","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","9245 Dantley Way","","243-555-0114","2008-04-20","5-10 Miles"
"11252","335","AW00011252","","Nicholas","D","Thompson","False","1932-06-07","S","","M","nicholas16@adventure-works.com","90000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","1","504 O St.","","377-555-0147","2006-02-14","2-5 Miles"
"11253","69","AW00011253","","José","M","Hernandez","False","1933-02-28","M","","M","josé54@adventure-works.com","60000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","5703 Donald Dr.","","712-555-0130","2007-09-02","1-2 Miles"
"11254","612","AW00011254","","Johnathan","W","Vance","False","1933-03-03","M","","M","johnathan5@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","9430 Versailles Pl","","494-555-0166","2008-05-26","5-10 Miles"
"11255","612","AW00011255","","Colin","","Lin","False","1933-04-04","M","","M","colin8@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","6083 San Jose","","599-555-0132","2007-08-27","5-10 Miles"
"11256","626","AW00011256","","Katelyn","L","Hernandez","False","1933-09-20","M","","F","katelyn42@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","7496 Deerfield Dr.","","249-555-0116","2007-10-17","5-10 Miles"
"11257","345","AW00011257","","Jacqueline","","Powell","False","1933-01-06","S","","F","jacqueline9@adventure-works.com","120000","1","2","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","4","4076 Northwood Dr","","796-555-0111","2006-02-24","2-5 Miles"
"11258","352","AW00011258","","Xavier","","Hill","False","1933-06-28","M","","M","xavier26@adventure-works.com","120000","1","2","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","4","2707 Virgil Street","","559-555-0149","2007-11-22","2-5 Miles"
"11259","548","AW00011259","","Victoria","C","Stewart","False","1965-03-27","M","","F","victoria24@adventure-works.com","100000","4","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","3623 Barquentine Court","","230-555-0139","2006-03-07","2-5 Miles"
"11260","302","AW00011260","","Katelyn","L","Kelly","False","1965-04-12","M","","F","katelyn1@adventure-works.com","110000","2","2","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","7085 Solano Drive","","507-555-0132","2007-08-09","2-5 Miles"
"11261","359","AW00011261","","Stephanie","","Collins","False","1965-04-24","M","","F","stephanie52@adventure-works.com","130000","1","2","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","1","2868 Central Avenue","","209-555-0173","2006-03-30","0-1 Miles"
"11262","60","AW00011262","","Jennifer","","Simmons","False","1964-05-04","M","","F","jennifer88@adventure-works.com","80000","4","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","0","7959 Mt. Wilson Way","","148-555-0115","2007-08-31","0-1 Miles"
"11263","612","AW00011263","","Trinity","","Richardson","False","1964-09-11","M","","F","trinity9@adventure-works.com","90000","5","5","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","3063 Blue Jay Drive","","111-555-0116","2006-03-01","2-5 Miles"
"11264","618","AW00011264","","Eduardo","","Martin","False","1964-06-17","S","","M","eduardo13@adventure-works.com","90000","5","5","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","3","5137 Pheasant Court","","342-555-0195","2007-07-06","0-1 Miles"
"11265","623","AW00011265","","Elizabeth","P","Jones","False","1964-07-13","M","","F","elizabeth7@adventure-works.com","90000","5","5","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","3","2253 Firestone Dr.","","941-555-0110","2007-07-07","0-1 Miles"
"11266","632","AW00011266","","Taylor","","Howard","False","1964-05-05","S","","F","taylor14@adventure-works.com","90000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","1","7396 Stratton Circle","","162-555-0131","2006-03-13","5-10 Miles"
"11267","302","AW00011267","","David","","Diaz","False","1964-10-02","S","","M","david55@adventure-works.com","120000","4","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","2075 Browse Ct","","613-555-0119","2006-03-20","2-5 Miles"
"11268","312","AW00011268","","Katelyn","A","Carter","False","1964-05-03","M","","F","katelyn33@adventure-works.com","130000","2","2","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","3050 Monte Cresta Avenue","","103-555-0195","2007-11-30","1-2 Miles"
"11269","314","AW00011269","","Ryan","W","Foster","False","1964-10-13","M","","M","ryan19@adventure-works.com","130000","2","2","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","5376 Sahara Drive","","961-555-0133","2008-02-23","0-1 Miles"
"11270","334","AW00011270","","Robert","L","Lee","False","1964-05-04","M","","M","robert82@adventure-works.com","130000","2","2","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","3","5461 Camino Verde Ct.","","447-555-0174","2006-03-13","0-1 Miles"
"11271","360","AW00011271","","Danielle","C","Reed","False","1964-06-05","S","","F","danielle23@adventure-works.com","150000","2","0","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","0","4","6683 Carrick Ct","","136-555-0114","2006-03-30","1-2 Miles"
"11272","300","AW00011272","","Lauren","L","Martinez","False","1956-11-10","S","","F","lauren35@adventure-works.com","70000","4","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","0","4357 Tosca Way","","977-555-0117","2006-03-22","5-10 Miles"
"11273","331","AW00011273","","Nathan","E","Lal","False","1956-10-01","M","","M","nathan26@adventure-works.com","90000","2","1","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","0","7064 Cypress Ave","","147-555-0121","2007-11-15","10+ Miles"
"11274","609","AW00011274","","Kyle","M","Foster","False","1934-04-12","M","","M","kyle11@adventure-works.com","50000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","5617 Landing Dr","","846-555-0126","2006-03-01","5-10 Miles"
"11275","310","AW00011275","","Jenny","D","Rai","False","1934-01-18","M","","F","jenny40@adventure-works.com","80000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","1440 Willow Pass Dr.","","780-555-0119","2006-03-02","0-1 Miles"
"11276","49","AW00011276","","Nancy","E","Chapman","False","1963-09-19","M","","F","nancy7@adventure-works.com","80000","4","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","1480 Shoenic","","909-555-0129","2007-08-02","2-5 Miles"
"11277","62","AW00011277","","Charles","P","Jackson","False","1963-06-10","M","","M","charles15@adventure-works.com","80000","4","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","2","3400 Folson Drive","","194-555-0175","2007-08-06","0-1 Miles"
"11278","614","AW00011278","","Jonathan","","Phillips","False","1963-08-20","S","","M","jonathan35@adventure-works.com","90000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","1","8772 Rock Creek Way","","967-555-0176","2006-03-19","10+ Miles"
"11279","616","AW00011279","","Amanda","S","Cook","False","1963-09-12","M","","F","amanda3@adventure-works.com","90000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","9187 Vista Del Sol","","252-555-0177","2007-09-04","10+ Miles"
"11280","626","AW00011280","","Robert","","Collins","False","1963-08-21","M","","M","robert45@adventure-works.com","90000","0","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","1","5271 Sierra Road","","966-555-0171","2008-01-02","10+ Miles"
"11281","301","AW00011281","","Megan","J","Barnes","False","1963-10-10","S","","F","megan53@adventure-works.com","110000","4","2","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","4","40 Ellis St.","","807-555-0156","2006-03-16","5-10 Miles"
"11282","612","AW00011282","","Christian","A","Thomas","False","1962-01-16","M","","M","christian46@adventure-works.com","90000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","5205 Coralie Drive","","692-555-0172","2006-03-03","1-2 Miles"
"11283","299","AW00011283","","Arturo","","Lal","False","1962-10-26","M","","M","arturo33@adventure-works.com","110000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","4593 Mendouno Dr.","","638-555-0164","2007-11-30","1-2 Miles"
"11284","307","AW00011284","","Theresa","","Serrano","False","1962-03-27","M","","F","theresa12@adventure-works.com","110000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","2","9007 S Royal Links Circle","","777-555-0162","2007-08-10","1-2 Miles"
"11285","322","AW00011285","","Jeremy","J","Anderson","False","1962-03-19","M","","M","jeremy2@adventure-works.com","120000","1","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","4","7655 Greer Ave","","940-555-0176","2008-01-28","2-5 Miles"
"11286","374","AW00011286","","Hunter","D","Griffin","False","1962-03-03","M","","M","hunter16@adventure-works.com","170000","0","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","4","4079 Redbird Lane","","410-555-0148","2006-03-24","2-5 Miles"
"11287","49","AW00011287","","Henry","B","Garcia","False","1961-01-16","M","","M","henry16@adventure-works.com","70000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","3","3268 Hazelwood Lane","","282-555-0185","2007-08-02","5-10 Miles"
"11288","301","AW00011288","","Cindy","K","Sanchez","False","1961-09-16","M","","F","cindy19@adventure-works.com","110000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","7062 Starflower Drive","","198-555-0118","2007-09-06","2-5 Miles"
"11289","315","AW00011289","","Maria","S","Carter","False","1961-03-07","M","","F","maria53@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","1","8603 Elmhurst Lane","","239-555-0158","2006-03-11","0-1 Miles"
"11290","334","AW00011290","","Katelyn","","Sanchez","False","1961-08-18","M","","F","katelyn26@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","8869 Climbing Vine Court","","395-555-0150","2006-03-23","2-5 Miles"
"11291","335","AW00011291","","Jenna","","Wright","False","1961-05-05","M","","F","jenna19@adventure-works.com","130000","1","3","Bachelors","Licenciatura","Bac + 4","Management","Gestión","Direction","1","3","232 Pinnacle Drive","","118-555-0191","2006-03-07","2-5 Miles"
"11292","361","AW00011292","","Seth","","Phillips","False","1961-11-05","S","","M","seth42@adventure-works.com","150000","1","2","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","3","4361 Loftus Road","","980-555-0196","2006-03-18","0-1 Miles"
"11293","632","AW00011293","","Luke","S","Long","False","1955-05-27","S","","M","luke28@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","3177 Dover Way","","786-555-0117","2007-08-28","1-2 Miles"
"11294","618","AW00011294","","Dalton","P","Clark","False","1955-09-03","M","","M","dalton18@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","4381 Amazonas","","388-555-0195","2008-03-28","1-2 Miles"
"11295","311","AW00011295","","Taylor","G","Lewis","False","1954-05-16","S","","F","taylor67@adventure-works.com","80000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","1","2","8827 Ward Court","","291-555-0174","2006-03-28","5-10 Miles"
"11296","616","AW00011296","","Haley","","Richardson","False","1935-10-07","S","","F","haley10@adventure-works.com","50000","2","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","6203 Laurel Drive","","620-555-0129","2006-03-04","5-10 Miles"
"11297","301","AW00011297","","Noah","","Coleman","False","1935-02-02","S","","M","noah2@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","5562 Galindo Street","","847-555-0167","2006-03-29","5-10 Miles"
"11298","307","AW00011298","","Jon","","Luo","False","1935-03-03","M","","M","jon46@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","3560 River Rock Lane","","127-555-0189","2006-03-15","1-2 Miles"
"11299","301","AW00011299","","Orlando","E","Vazquez","False","1936-04-01","M","","M","orlando14@adventure-works.com","70000","4","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","8547 Catherine Way","","757-555-0143","2006-03-29","1-2 Miles"
"11300","54","AW00011300","","Fernando","","Barnes","False","1960-03-03","M","","M","fernando47@adventure-works.com","80000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","3","7633 Greenhills Circle","","469-555-0125","2007-08-04","1-2 Miles"
"11301","607","AW00011301","","Cameron","L","Rodriguez","False","1960-06-09","M","","M","cameron38@adventure-works.com","80000","5","4","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","4","1217 Mariposa","","727-555-0119","2007-12-11","5-10 Miles"
"11302","539","AW00011302","","Spencer","","Russell","False","1960-12-12","S","","M","spencer22@adventure-works.com","90000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","3","2396 Mink Court","","834-555-0131","2006-03-09","1-2 Miles"
"11303","614","AW00011303","","Julia","","Coleman","False","1960-10-11","S","","F","julia72@adventure-works.com","90000","4","3","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","3","3128 Ramsey Circle","","907-555-0170","2006-03-05","1-2 Miles"
"11304","547","AW00011304","","Julia","B","Garcia","False","1960-03-17","M","","F","julia38@adventure-works.com","100000","0","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","1","0","6179 Mt. Hamilton Dr.","","923-555-0183","2007-09-21","5-10 Miles"
"11305","307","AW00011305","","Sean","A","Evans","False","1960-06-19","M","","M","sean31@adventure-works.com","110000","3","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","4","7118 Elliott Dr.","","791-555-0174","2007-09-26","2-5 Miles"
"11306","312","AW00011306","","Micah","A","Zhou","False","1960-06-22","M","","M","micah19@adventure-works.com","110000","3","3","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","4","6105 Brownstone Rd","","497-555-0185","2008-01-01","2-5 Miles"
"11307","314","AW00011307","","Hunter","P","Rodriguez","False","1954-11-04","M","","M","hunter53@adventure-works.com","80000","2","0","Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual","Obrero especializado","Technicien","1","2","4343 Cook Street","","996-555-0142","2006-03-07","5-10 Miles"
"11308","546","AW00011308","","Ian","T","Gonzales","False","1954-03-05","M","","M","ian57@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","0","2","7122 Athene Dr.","","904-555-0153","2008-03-10","1-2 Miles"
"11309","536","AW00011309","","Victoria","","Lewis","False","1954-06-12","S","","F","victoria20@adventure-works.com","60000","2","0","High School","Educación secundaria","Bac + 2","Professional","Profesional","Cadre","1","2","4426 Tanager Road","","586-555-0191","2008-01-10","5-10 Miles"
"11310","360","AW00011310","","Erin","A","Sanders","False","1953-07-09","S","","F","erin7@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","7541 Black Point Pl","","233-555-0160","2008-02-13","5-10 Miles"
"11311","626","AW00011311","","Gabrielle","D","Lopez","False","1953-08-24","S","","F","gabrielle63@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","8619 Parkside Dr.","","783-555-0174","2007-10-20","1-2 Miles"
"11312","626","AW00011312","","Sara","","Richardson","False","1953-04-03","S","","F","sara10@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","7375 Kipling Court","","296-555-0174","2007-11-18","5-10 Miles"
"11313","632","AW00011313","","Trevor","","Jenkins","False","1953-02-27","S","","M","trevor6@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","4697 Yosemite Dr.","","120-555-0129","2007-11-08","5-10 Miles"
"11314","618","AW00011314","","Mya","","Flores","False","1953-12-21","S","","F","mya13@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","8439 Rio Grande Drive","Unit A","522-555-0140","2007-08-29","1-2 Miles"
"11315","632","AW00011315","","Hailey","J","Ward","False","1953-10-01","S","","F","hailey12@adventure-works.com","70000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","0","2","6321 Maya","","767-555-0151","2007-11-21","1-2 Miles"
"11316","51","AW00011316","","Luke","","Allen","False","1953-11-17","M","","M","luke52@adventure-works.com","60000","3","0","Graduate Degree","Estudios de postgrado","Bac + 3","Management","Gestión","Direction","1","2","419 Deermeadow Way","","786-555-0133","2007-07-16","5-10 Miles"
"11317","548","AW00011317","","Victoria","D","Russell","False","1952-09-17","S","","F","victoria66@adventure-works.com","40000","3","0","Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional","Profesional","Cadre","0","2","9268 Keller Ridge","","663-555-0197","2006-03-04","5-10 Miles"
